35,452,
38,334,
40,280,
43,244,
44,204,
46,168,
47,136,
48,123,
48,114,
49,90,
50,81,
50,64,
50,51,
51,56,
51,36,
51,41,
51,18,
51,30,
51,9,
51,9,
51,29,
51,23,
51,15,
51,5,
50,-2,
50,5,
50,-2,
50,17,
50,2,
50,11,
50,3,
49,7,
49,9,
49,10,
49,0,
49,3,
49,-4,
48,2,
48,6,
48,4,
48,8,
48,19,
48,3,
48,6,
47,-6,
47,-2,
47,10,
47,5,
47,4,
47,8,
47,3,
46,0,
46,17,
46,-22,
46,1,
46,-7,
45,-3,
45,-4,
45,-6,
45,-7,
45,6,
45,3,
44,-2,
44,13,
44,0,
44,4,
44,1,
44,0,
44,7,
43,0,
43,-2,
43,-6,
43,-13,
43,12,
42,-11,
42,-4,
42,-4,
42,2,
42,-13,
42,-2,
41,0,
41,-2,
41,-24,
41,-19,
41,2,
40,-1,
40,-21,
40,-13,
40,-3,
40,-21,
39,-25,
39,-5,
39,-25,
39,-19,
38,-27,
38,-9,
38,-14,
38,-33,
38,-14,
37,-39,
37,-13,
37,-25,
37,-20,
37,-8,
37,-30,
36,-20,
36,-33,
36,-3,
36,-15,
36,-5,
36,-32,
36,-6,
35,-27,
35,-21,
35,-12,
35,-12,
35,-25,
35,-20,
35,-15,
35,0,
35,-4,
35,7,
35,-8,
35,10,
35,1,
35,-14,
34,-12,
35,3,
34,-5,
35,5,
34,-9,
34,-12,
34,7,
34,0,
34,0,
34,0,
34,-10,
34,-6,
34,-8,
34,3,
34,3,
34,-5,
34,4,
34,-3,
34,8,
34,8,
34,-5,
34,-10,
34,3,
34,4,
34,-5,
34,10,
34,-2,
34,-17,
34,-4,
34,-5,
34,-12,
34,2,
34,1,
34,0,
34,0,
34,4,
34,0,
34,-1,
34,-5,
34,13,
34,-9,
34,-1,
34,4,
34,9,
34,0,
34,-1,
34,8,
34,3,
34,3,
34,-14,
34,5,
34,-8,
34,9,
34,-14,
34,23,
34,-3,
34,-11,
34,0,
34,-8,
34,0,
34,1,
34,6,
34,2,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
